愛知医科大学	医学部	62.5
愛知医科大学	看護学部	47.5
青山学院大学	法学部	58.75
青山学院大学	経済学部	61.25
青山学院大学	経営学部	57.5
青山学院大学	文学部	62.5
青山学院大学	国際政治経済学部	62.5
青山学院大学	教育人間科学部	60.0
青山学院大学	総合文化政策学部	60.0
青山学院大学	地球社会共生学部	57.5
青山学院大学	コミュニティ人間科学部	57.5
青山学院大学	理工学部	56.25
青山学院大学	社会情報学部	57.5
麻布大学	獣医学部閲覧済	51.25
岩手医科大学	医学部	61.25
岩手医科大学	歯学部	35.0
岩手医科大学	薬学部	35.0
岩手医科大学	看護学部	35.0
大阪医科薬科大学	薬学部	47.5
大阪医科薬科大学	医学部	67.5
大阪医科薬科大学	看護学部	52.5
岡山理科大学	経営学部	35.0
岡山理科大学	アクティブラーナーズ学部	35.0
岡山理科大学	理学部	35.0
金沢医科大学	医学部	62.5
金沢医科大学	看護学部	40.0
川崎医科大学	医学部	60.0
関西医科大学	医学部	70.0
関西医科大学	看護学部	52.5
関西医科大学	リハビリテーション学部	43.75
関西外国語大学	外国語学部	45.0
関西外国語大学	英語キャリア学部	47.5
関西外国語大学	英語国際学部	45.0
関西外国語大学	国際共生学部	55.0
関西大学	法学部	55.0
関西大学	経済学部	55.0
関西大学	商学部	55.0
関西大学	文学部	55.0
関西大学	社会学部	55.0
関西大学	政策創造学部	52.5
関西大学	外国語学部	57.5
関西大学	総合情報学部	52.5
関西大学	システム理工学部	53.75
関西大学	環境都市工学部	56.25
関西大学	化学生命工学部	51.25
関西大学	社会安全学部	52.5
関西大学	ビジネスデータサイエンス学部	52.5
関西大学	人間健康学部	52.5
関西学院大学	法学部	55.0
関西学院大学	経済学部	55.0
関西学院大学	商学部	55.0
関西学院大学	文学部	53.75
関西学院大学	神学部	52.5
関西学院大学	社会学部	52.5
関西学院大学	人間福祉学部	52.5
関西学院大学	教育学部	52.5
関西学院大学	総合政策学部	52.5
関西学院大学	国際学部	62.5
関西学院大学	理学部	51.25
関西学院大学	工学部	53.75
関西学院大学	生命環境学部	51.25
関西学院大学	建築学部	52.5
学習院大学	法学部	55.0
学習院大学	経済学部	57.5
学習院大学	文学部	55.0
学習院大学	国際社会科学部	57.5
学習院大学	理学部	55.0
北里大学	理学部	46.25
北里大学	海洋生命科学部	47.5
北里大学	未来工学部	47.5
北里大学	薬学部	53.75
北里大学	医学部	62.5
北里大学	獣医学部	46.25
北里大学	健康科学部	40.0
北里大学	看護学部	50.0
北里大学	医療衛生学部	43.75
杏林大学	外国語学部	36.25
杏林大学	総合政策学部	40.0
杏林大学	医学部	65.0
杏林大学	保健学部	45.0
近畿大学	法学部	52.5
近畿大学	文芸学部	50.0
近畿大学	経済学部	51.25
近畿大学	経営学部	48.75
近畿大学	総合社会学部	52.5
近畿大学	国際学部	47.5
近畿大学	理工学部	47.5
近畿大学	工学部	43.75
近畿大学	農学部	50.0
近畿大学	産業理工学部	43.75
近畿大学	生物理工学部	38.75
近畿大学	建築学部	52.5
近畿大学	情報学部	55.0
近畿大学	薬学部	53.75
近畿大学	医学部	65.0
久留米大学	法学部	35.0
久留米大学	経済学部	37.5
久留米大学	商学部	37.5
久留米大学	文学部	37.5
久留米大学	医学部	53.75
久留米大学	人間健康学部	35.0
慶應義塾大学	法学部	67.5
慶應義塾大学	経済学部	65.0
慶應義塾大学	商学部	65.0
慶應義塾大学	文学部	65.0
慶應義塾大学	理工学部	65.0
慶應義塾大学	総合政策学部	70.0
慶應義塾大学	環境情報学部	70.0
慶應義塾大学	医学部	72.5
慶應義塾大学	薬学部	62.5
慶應義塾大学	看護医療学部	57.5
工学院大学	工学部	53.75
工学院大学	先進工学部	51.25
工学院大学	情報学部	52.5
工学院大学	建築学部	55.0
國學院大學	法学部	53.75
國學院大學	経済学部	52.5
國學院大學	文学部	55.0
國學院大學	神道文化学部	47.5
國學院大學	人間開発学部	51.25
國學院大學	観光まちづくり学部	52.5
国際医療福祉大学	赤坂心理・医療福祉マネジメント学部	37.5
国際医療福祉大学	成田薬学部	42.5
国際医療福祉大学	薬学部	40.0
国際医療福祉大学	医学部	67.5
国際医療福祉大学	福岡薬学部	42.5
国際医療福祉大学	保健医療学部	40.0
国際医療福祉大学	福岡保健医療学部	37.5
国際医療福祉大学	小田原保健医療学部	42.5
国際医療福祉大学	成田看護学部	47.5
国際医療福祉大学	成田保健医療学部	42.5
国際基督教大学	教養学部	67.5
埼玉医科大学	医学部	62.5
埼玉医科大学	保健医療学部	36.25
産業医科大学	医学部	67.5
産業医科大学	産業保健学部	42.5
芝浦工業大学	工学部	53.75
芝浦工業大学	デザイン工学部	52.5
芝浦工業大学	システム理工学部	52.5
芝浦工業大学	建築学部	56.25
昭和医科大学	医学部	67.5
昭和医科大学	歯学部	52.5
昭和医科大学	薬学部	47.5
昭和医科大学	保健医療学部	43.75
昭和女子大学	国際学部	47.5
昭和女子大学	食健康科学部	48.75
昭和女子大学	人間社会学部	51.25
昭和女子大学	グローバルビジネス学部	50.0
昭和女子大学	人間文化学部	46.25
昭和女子大学	環境デザイン学部	52.5
自治医科大学	医学部	67.5
自治医科大学	看護学部	47.5
順天堂大学	国際教養学部	42.5
順天堂大学	健康データサイエンス学部	46.25
順天堂大学	医学部	70.0
順天堂大学	薬学部	47.5
順天堂大学	医療看護学部	52.5
