愛知教育大学	教育学部	50.0
愛知県立芸術大学	美術学部	57.5
愛知県立芸術大学	音楽学部	45.0
愛知県立大学	日本文化学部	52.5
愛知県立大学	外国語学部	50.0
愛知県立大学	教育福祉学部	48.75
愛知県立大学	情報科学部	50.0
愛知県立大学	看護学部	50.0
秋田大学	教育文化学部	48.75
秋田大学	理工学部	43.75
秋田大学	国際資源学部	43.75
秋田大学	医学部	53.75
旭川医科大学	医学部	62.5
岩手大学	教育学部	47.5
岩手大学	人文社会科学部	48.75
岩手大学	農学部	52.5
岩手大学	理工学部	45.0
愛媛大学	法文学部	46.25
愛媛大学	教育学部	47.5
愛媛大学	理学部	47.5
愛媛大学	工学部	46.25
愛媛大学	農学部	43.75
大分大学	経済学部	47.5
大分大学	教育学部	47.5
大分大学	理工学部	42.5
大分大学	医学部	55.0
大阪教育大学	教育学部	48.75
大阪公立大学	経済学部	57.5
大阪公立大学	現代システム科学域	56.25
大阪公立大学	商学部	57.5
大阪公立大学	文学部	60.0
大阪公立大学	法学部	60.0
大阪大学	文学部	65.0
大阪大学	法学部	65.0
大阪大学	経済学部	65.0
大阪大学	外国語学部	60.0
大阪大学	人間科学部	65.0
岡山大学	法学部	52.5
岡山大学	経済学部	53.75
岡山大学	文学部	55.0
岡山大学	教育学部	51.25
お茶の水女子大学	文教育学部	60.0
お茶の水女子大学	生活科学部	63.75
お茶の水女子大学	理学部	56.25
お茶の水女子大学	共創工学部	60.0
帯広畜産大学	畜産学部	52.5
香川大学	法学部	50.0
香川大学	経済学部	47.5
香川大学	教育学部	50.0
香川大学	農学部	47.5
香川大学	創造工学部	47.5
鹿児島大学	法文学部	51.25
鹿児島大学	教育学部	47.5
鹿児島大学	理学部	45.0
鹿児島大学	工学部	43.75
鹿児島大学	農学部	45.0
金沢大学	人間社会学域	52.5
金沢大学	融合学域	52.5
金沢大学	理工学域	52.5
金沢大学	医薬保健学域	57.5
金沢大学	医学部	65.0
九州歯科大学	歯学部	50.0
九州大学	法学部	60.0
九州大学	経済学部	56.25
九州大学	文学部	57.5
九州大学	教育学部	60.0
九州大学	共創学部	60.0
京都工芸繊維大学	工芸科学部	55.0
京都市立芸術大学	音楽学部	55.0
京都大学	医学部	72.5
京都大学	法学部	67.5
京都大学	経済学部	66.25
京都大学	文学部	67.5
京都大学	教育学部	66.25
京都大学	工学部	65.0
京都府立医科大学	医学部	67.5
京都府立大学	文学部	61.25
京都府立大学	公共政策学部	56.25
京都府立大学	生命環境学部	52.5
京都府立大学	生命理工情報学部	52.5
京都府立大学	農学食科学部	53.75
京都府立大学	環境科学部	50.0
岐阜大学	教育学部	48.75
岐阜大学	地域科学部	52.5
岐阜大学	社会システム経営学環	57.5
岐阜大学	工学部	51.25
岐阜大学	応用生物科学部	56.25
岐阜大学	医学部	57.5
岐阜薬科大学	薬学部	60.0
熊本大学	法学部	52.5
熊本大学	文学部	53.75
熊本大学	教育学部	50.0
熊本大学	理学部	50.0
熊本大学	工学部	46.25
熊本大学	情報融合学部	52.5
熊本大学	医学部	55.0
熊本大学	薬学部	55.0
群馬大学	共同教育学部	43.75
群馬大学	情報学部	50.0
群馬大学	理工学部	43.75
群馬大学	医学部	53.75
高知大学	人文社会科学部	46.25
高知大学	教育学部	45.0
高知大学	理工学部	45.0
高知大学	農林海洋科学部	46.25
高知大学	医学部	62.5
神戸市外国語大学	外国語学部	55.0
神戸大学	法学部	62.5
神戸大学	経済学部	61.25
神戸大学	経営学部	62.5
神戸大学	文学部	62.5
神戸大学	国際人間科学部	61.25
神戸大学	理学部	56.25
神戸大学	工学部	58.75
神戸大学	農学部	57.5
神戸大学	海洋政策科学部	56.25
神戸大学	システム情報学部	60.0
神戸大学	医学部(医学科)	67.5
神戸大学	医学部(保健学科)	55.0
神戸大学	医学部	55.0
国際教養大学	国際教養学部	67.5
埼玉大学	経済学部	56.25
埼玉大学	教育学部	51.25
埼玉大学	教養学部	52.5
埼玉大学	理学部	53.75
埼玉大学	工学部	51.25
佐賀大学	経済学部	45.0
佐賀大学	教育学部	47.5
佐賀大学	理工学部	42.5
佐賀大学	農学部	45.0
佐賀大学	芸術地域デザイン学部	47.5
佐賀大学	医学部	62.5
札幌医科大学	医学部	62.5
山陽小野田市立山口東京理科大学	工学部	43.75
山陽小野田市立山口東京理科大学	薬学部	57.5
滋賀医科大学	医学部	65.0
滋賀大学	経済学部	53.75
滋賀大学	教育学部	47.5
滋賀大学	データサイエンス学部	52.5
静岡県立大学	経営情報学部	50.0
静岡県立大学	国際関係学部	50.0
静岡県立大学	食品栄養科学部	46.25
静岡県立大学	薬学部	58.75
静岡文化芸術大学	文化政策学部	48.75
静岡文化芸術大学	デザイン学部	55.0
島根大学	法文学部	48.75
島根大学	人間科学部	52.5
島根大学	総合理工学部	45.0
島根大学	生物資源科学部	50.0
島根大学	材料エネルギー学部	42.5
島根大学	医学部	65.0
信州大学	経法学部	52.5
信州大学	教育学部	48.75
信州大学	理学部	52.5
信州大学	工学部	47.5
信州大学	繊維学部	48.75
信州大学	農学部	48.75
信州大学	医学部	57.5
千葉大学	法政経学部	57.5
千葉大学	文学部	58.75
千葉大学	教育学部	52.5
千葉大学	国際教養学部	57.5
千葉大学	理学部	57.5
千葉大学	工学部	56.25
千葉大学	園芸学部	55.0
